Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",2971,508271 (2971),"1/1/2019 - 3/31/2019, Every day, Daily Average",1845,1354,2512
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",2973,508471 (2973),"1/1/2019 - 3/31/2019, Every day, Daily Average",1969,1472,2633
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",2976,507521 (2976),"1/1/2019 - 3/31/2019, Every day, Daily Average",1579,1180,2111
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",2977,507531 (2977),"1/1/2019 - 3/31/2019, Every day, Daily Average",1484,1112,1979
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",2979,508464 (2979),"1/1/2019 - 3/31/2019, Every day, Daily Average",2264,1714,2990
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",2988,507532 (2988),"1/1/2019 - 3/31/2019, Every day, Daily Average",1290,923,1801
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",2991,910902 (2991),"1/1/2019 - 3/31/2019, Every day, Daily Average",2357,1834,3028
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",2992,508273 (2992),"1/1/2019 - 3/31/2019, Every day, Daily Average",1814,1360,2418
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",2993,508282 (2993),"1/1/2019 - 3/31/2019, Every day, Daily Average",1853,1275,2692
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",2995,508461 (2995),"1/1/2019 - 3/31/2019, Every day, Daily Average",2218,1662,2959
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",2996,910881 (2996),"1/1/2019 - 3/31/2019, Every day, Daily Average",2258,1809,2817
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",2998,508474 (2998),"1/1/2019 - 3/31/2019, Every day, Daily Average",2196,1628,2961
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3002,508473 (3002),"1/1/2019 - 3/31/2019, Every day, Daily Average",1958,1462,2621
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3003,507480 (3003),"1/1/2019 - 3/31/2019, Every day, Daily Average",1403,1056,1862
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3010,507533 (3010),"1/1/2019 - 3/31/2019, Every day, Daily Average",1389,998,1933
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3011,508291 (3011),"1/1/2019 - 3/31/2019, Every day, Daily Average",1460,1028,2071
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3012,910952 (3012),"1/1/2019 - 3/31/2019, Every day, Daily Average",2340,1967,2783
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3013,910891 (3013),"1/1/2019 - 3/31/2019, Every day, Daily Average",2151,1728,2676
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3014,910922 (3014),"1/1/2019 - 3/31/2019, Every day, Daily Average",1831,1452,2308
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3016,407402 (3016),"1/1/2019 - 3/31/2019, Every day, Daily Average",2059,1589,2666
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3018,910930 (3018),"1/1/2019 - 3/31/2019, Every day, Daily Average",1811,1443,2272
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3019,910951 (3019),"1/1/2019 - 3/31/2019, Every day, Daily Average",2191,1808,2654
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3028,407460 (3028),"1/1/2019 - 3/31/2019, Every day, Daily Average",1284,895,1841
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3029,508361 (3029),"1/1/2019 - 3/31/2019, Every day, Daily Average",1803,1328,2446
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3031,508371 (3031),"1/1/2019 - 3/31/2019, Every day, Daily Average",1891,1391,2569
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3032,407404 (3032),"1/1/2019 - 3/31/2019, Every day, Daily Average",1923,1395,2649
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3033,508372 (3033),"1/1/2019 - 3/31/2019, Every day, Daily Average",1909,1414,2576
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3034,407395 (3034),"1/1/2019 - 3/31/2019, Every day, Daily Average",1866,1436,2424
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3035,508482 (3035),"1/1/2019 - 3/31/2019, Every day, Daily Average",2051,1505,2795
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3037,407461 (3037),"1/1/2019 - 3/31/2019, Every day, Daily Average",1531,1041,2250
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3039,407394 (3039),"1/1/2019 - 3/31/2019, Every day, Daily Average",1938,1427,2631
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3040,407471 (3040),"1/1/2019 - 3/31/2019, Every day, Daily Average",1755,1259,2445
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3042,508285 (3042),"1/1/2019 - 3/31/2019, Every day, Daily Average",1561,1137,2141
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3044,508323 (3044),"1/1/2019 - 3/31/2019, Every day, Daily Average",1744,1281,2373
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3046,508483 (3046),"1/1/2019 - 3/31/2019, Every day, Daily Average",2089,1539,2834
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3047,508503 (3047),"1/1/2019 - 3/31/2019, Every day, Daily Average",2070,1504,2848
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3048,407406 (3048),"1/1/2019 - 3/31/2019, Every day, Daily Average",1884,1343,2641
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3052,910901 (3052),"1/1/2019 - 3/31/2019, Every day, Daily Average",1886,1505,2362
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3053,508313 (3053),"1/1/2019 - 3/31/2019, Every day, Daily Average",1606,1172,2199
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3055,508363 (3055),"1/1/2019 - 3/31/2019, Every day, Daily Average",1924,1387,2667
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3057,508321 (3057),"1/1/2019 - 3/31/2019, Every day, Daily Average",1687,1237,2300
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3059,508312 (3059),"1/1/2019 - 3/31/2019, Every day, Daily Average",1541,1118,2123
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3060,407410 (3060),"1/1/2019 - 3/31/2019, Every day, Daily Average",1705,1217,2387
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3063,407443 (3063),"1/1/2019 - 3/31/2019, Every day, Daily Average",1504,1109,2038
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3065,407442 (3065),"1/1/2019 - 3/31/2019, Every day, Daily Average",1563,1216,2008
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3068,407403 (3068),"1/1/2019 - 3/31/2019, Every day, Daily Average",1792,1283,2502
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3069,910911 (3069),"1/1/2019 - 3/31/2019, Every day, Daily Average",1971,1577,2462
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3071,407445 (3071),"1/1/2019 - 3/31/2019, Every day, Daily Average",1462,1073,1990
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3073,407450 (3073),"1/1/2019 - 3/31/2019, Every day, Daily Average",1263,870,1832
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3076,407446 (3076),"1/1/2019 - 3/31/2019, Every day, Daily Average",1501,1066,2113
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3077,910960 (3077),"1/1/2019 - 3/31/2019, Every day, Daily Average",2332,1934,2811
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3079,407393 (3079),"1/1/2019 - 3/31/2019, Every day, Daily Average",1870,1401,2495
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3080,508492 (3080),"1/1/2019 - 3/31/2019, Every day, Daily Average",2145,1576,2918
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3081,407384 (3081),"1/1/2019 - 3/31/2019, Every day, Daily Average",1876,1375,2558
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3082,508281 (3082),"1/1/2019 - 3/31/2019, Every day, Daily Average",1856,1274,2703
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3084,407381 (3084),"1/1/2019 - 3/31/2019, Every day, Daily Average",1761,1304,2377
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3086,407421 (3086),"1/1/2019 - 3/31/2019, Every day, Daily Average",1693,1267,2261
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3088,910973 (3088),"1/1/2019 - 3/31/2019, Every day, Daily Average",1712,1362,2150
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3090,407246 (3090),"1/1/2019 - 3/31/2019, Every day, Daily Average",1474,996,2180
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3091,407431 (3091),"1/1/2019 - 3/31/2019, Every day, Daily Average",1525,1097,2119
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3094,407244 (3094),"1/1/2019 - 3/31/2019, Every day, Daily Average",1221,842,1769
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3095,407420 (3095),"1/1/2019 - 3/31/2019, Every day, Daily Average",1724,1241,2393
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3097,508502 (3097),"1/1/2019 - 3/31/2019, Every day, Daily Average",2125,1564,2885
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3098,910912 (3098),"1/1/2019 - 3/31/2019, Every day, Daily Average",1936,1549,2419
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3100,407241 (3100),"1/1/2019 - 3/31/2019, Every day, Daily Average",1187,821,1715
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3103,508311 (3103),"1/1/2019 - 3/31/2019, Every day, Daily Average",1524,1104,2101
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3104,407432 (3104),"1/1/2019 - 3/31/2019, Every day, Daily Average",1583,1149,2179
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3106,407322 (3106),"1/1/2019 - 3/31/2019, Every day, Daily Average",1911,1460,2499
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3108,407325 (3108),"1/1/2019 - 3/31/2019, Every day, Daily Average",1845,1380,2465
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3110,407321 (3110),"1/1/2019 - 3/31/2019, Every day, Daily Average",1792,1325,2423
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3111,508302 (3111),"1/1/2019 - 3/31/2019, Every day, Daily Average",1516,1100,2088
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3113,407353 (3113),"1/1/2019 - 3/31/2019, Every day, Daily Average",1458,1027,2069
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3114,407383 (3114),"1/1/2019 - 3/31/2019, Every day, Daily Average",1756,1272,2423
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3116,508301 (3116),"1/1/2019 - 3/31/2019, Every day, Daily Average",1465,1055,2032
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3117,407382 (3117),"1/1/2019 - 3/31/2019, Every day, Daily Average",1623,1174,2241
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3119,407371 (3119),"1/1/2019 - 3/31/2019, Every day, Daily Average",1434,1044,1968
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3120,407370 (3120),"1/1/2019 - 3/31/2019, Every day, Daily Average",1411,1014,1961
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3121,407361 (3121),"1/1/2019 - 3/31/2019, Every day, Daily Average",1269,939,1713
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3123,910980 (3123),"1/1/2019 - 3/31/2019, Every day, Daily Average",1677,1330,2113
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3126,407360 (3126),"1/1/2019 - 3/31/2019, Every day, Daily Average",1307,936,1824
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3127,407324 (3127),"1/1/2019 - 3/31/2019, Every day, Daily Average",1863,1386,2502
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3128,910972 (3128),"1/1/2019 - 3/31/2019, Every day, Daily Average",1924,1506,2456
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3129,407351 (3129),"1/1/2019 - 3/31/2019, Every day, Daily Average",1256,896,1758
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3130,407323 (3130),"1/1/2019 - 3/31/2019, Every day, Daily Average",1785,1307,2437
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3133,508524 (3133),"1/1/2019 - 3/31/2019, Every day, Daily Average",2146,1585,2904
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3134,407331 (3134),"1/1/2019 - 3/31/2019, Every day, Daily Average",1633,1179,2261
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3137,407344 (3137),"1/1/2019 - 3/31/2019, Every day, Daily Average",1407,1035,1910
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3138,407341 (3138),"1/1/2019 - 3/31/2019, Every day, Daily Average",1730,1216,2461
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3139,407310 (3139),"1/1/2019 - 3/31/2019, Every day, Daily Average",1832,1373,2443
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3140,407342 (3140),"1/1/2019 - 3/31/2019, Every day, Daily Average",1301,934,1811
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3141,508303 (3141),"1/1/2019 - 3/31/2019, Every day, Daily Average",1844,1394,2439
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3142,508331 (3142),"1/1/2019 - 3/31/2019, Every day, Daily Average",1948,1456,2606
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3143,407343 (3143),"1/1/2019 - 3/31/2019, Every day, Daily Average",1235,897,1699
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3145,407301 (3145),"1/1/2019 - 3/31/2019, Every day, Daily Average",1768,1331,2346
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3146,407170 (3146),"1/1/2019 - 3/31/2019, Every day, Daily Average",1457,1015,2091
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3147,407352 (3147),"1/1/2019 - 3/31/2019, Every day, Daily Average",1172,838,1637
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3148,407332 (3148),"1/1/2019 - 3/31/2019, Every day, Daily Average",1688,1233,2309
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3149,407302 (3149),"1/1/2019 - 3/31/2019, Every day, Daily Average",1851,1381,2479
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3150,407303 (3150),"1/1/2019 - 3/31/2019, Every day, Daily Average",1784,1317,2415
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3152,508522 (3152),"1/1/2019 - 3/31/2019, Every day, Daily Average",2177,1611,2940
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3153,407242 (3153),"1/1/2019 - 3/31/2019, Every day, Daily Average",1070,739,1547
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3154,407345 (3154),"1/1/2019 - 3/31/2019, Every day, Daily Average",1559,1136,2138
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3156,407346 (3156),"1/1/2019 - 3/31/2019, Every day, Daily Average",1703,1197,2421
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3157,407354 (3157),"1/1/2019 - 3/31/2019, Every day, Daily Average",1610,1081,2397
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3158,508541 (3158),"1/1/2019 - 3/31/2019, Every day, Daily Average",2220,1651,2983
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3160,407181 (3160),"1/1/2019 - 3/31/2019, Every day, Daily Average",1731,1272,2355
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3162,407298 (3162),"1/1/2019 - 3/31/2019, Every day, Daily Average",1695,1264,2272
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3163,407291 (3163),"1/1/2019 - 3/31/2019, Every day, Daily Average",1650,1251,2175
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3164,407348 (3164),"1/1/2019 - 3/31/2019, Every day, Daily Average",1568,1114,2206
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3166,407281 (3166),"1/1/2019 - 3/31/2019, Every day, Daily Average",1629,1187,2235
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3168,407297 (3168),"1/1/2019 - 3/31/2019, Every day, Daily Average",1694,1246,2301
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3169,407292 (3169),"1/1/2019 - 3/31/2019, Every day, Daily Average",1704,1288,2254
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3171,508523 (3171),"1/1/2019 - 3/31/2019, Every day, Daily Average",2228,1649,3009
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3172,407256 (3172),"1/1/2019 - 3/31/2019, Every day, Daily Average",1535,1121,2101
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3173,910991 (3173),"1/1/2019 - 3/31/2019, Every day, Daily Average",1537,1196,1974
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3174,407252 (3174),"1/1/2019 - 3/31/2019, Every day, Daily Average",1576,1102,2253
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3175,407282 (3175),"1/1/2019 - 3/31/2019, Every day, Daily Average",1602,1164,2204
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3176,407251 (3176),"1/1/2019 - 3/31/2019, Every day, Daily Average",1536,1090,2163
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3177,910974 (3177),"1/1/2019 - 3/31/2019, Every day, Daily Average",1614,1272,2047
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3178,407296 (3178),"1/1/2019 - 3/31/2019, Every day, Daily Average",1675,1216,2306
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3179,407293 (3179),"1/1/2019 - 3/31/2019, Every day, Daily Average",1615,1193,2184
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3180,407243 (3180),"1/1/2019 - 3/31/2019, Every day, Daily Average",1508,1030,2205
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3181,407283 (3181),"1/1/2019 - 3/31/2019, Every day, Daily Average",1573,1136,2177
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3185,407160 (3185),"1/1/2019 - 3/31/2019, Every day, Daily Average",1325,937,1871
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3186,407294 (3186),"1/1/2019 - 3/31/2019, Every day, Daily Average",1647,1168,2320
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3187,407255 (3187),"1/1/2019 - 3/31/2019, Every day, Daily Average",1374,994,1898
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3188,407254 (3188),"1/1/2019 - 3/31/2019, Every day, Daily Average",1199,856,1678
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3189,407295 (3189),"1/1/2019 - 3/31/2019, Every day, Daily Average",1624,1178,2237
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3190,407253 (3190),"1/1/2019 - 3/31/2019, Every day, Daily Average",1477,1001,2178
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3191,407284 (3191),"1/1/2019 - 3/31/2019, Every day, Daily Average",1526,1100,2116
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3192,407182 (3192),"1/1/2019 - 3/31/2019, Every day, Daily Average",1556,1133,2136
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3193,407183 (3193),"1/1/2019 - 3/31/2019, Every day, Daily Average",1598,1129,2260
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3194,407184 (3194),"1/1/2019 - 3/31/2019, Every day, Daily Average",1696,1194,2408
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3195,407271 (3195),"1/1/2019 - 3/31/2019, Every day, Daily Average",1590,1148,2201
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3196,407161 (3196),"1/1/2019 - 3/31/2019, Every day, Daily Average",1334,985,1806
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3197,910971 (3197),"1/1/2019 - 3/31/2019, Every day, Daily Average",1591,1246,2031
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3198,407245 (3198),"1/1/2019 - 3/31/2019, Every day, Daily Average",1103,767,1584
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3199,407272 (3199),"1/1/2019 - 3/31/2019, Every day, Daily Average",1488,1068,2071
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3204,407262 (3204),"1/1/2019 - 3/31/2019, Every day, Daily Average",1396,998,1952
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3205,407260 (3205),"1/1/2019 - 3/31/2019, Every day, Daily Average",1307,924,1847
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3206,407261 (3206),"1/1/2019 - 3/31/2019, Every day, Daily Average",1198,852,1684
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3208,407205 (3208),"1/1/2019 - 3/31/2019, Every day, Daily Average",1553,1107,2177
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3209,407204 (3209),"1/1/2019 - 3/31/2019, Every day, Daily Average",1511,1065,2142
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3210,407206 (3210),"1/1/2019 - 3/31/2019, Every day, Daily Average",1488,1084,2041
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3211,407155 (3211),"1/1/2019 - 3/31/2019, Every day, Daily Average",1222,864,1727
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3212,508551 (3212),"1/1/2019 - 3/31/2019, Every day, Daily Average",2293,1718,3058
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3213,407202 (3213),"1/1/2019 - 3/31/2019, Every day, Daily Average",1519,1122,2054
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3214,407195 (3214),"1/1/2019 - 3/31/2019, Every day, Daily Average",1267,875,1832
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3215,407273 (3215),"1/1/2019 - 3/31/2019, Every day, Daily Average",1562,1124,2168
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3216,407196 (3216),"1/1/2019 - 3/31/2019, Every day, Daily Average",1421,1015,1989
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3217,508525 (3217),"1/1/2019 - 3/31/2019, Every day, Daily Average",2247,1684,2997
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3218,407223 (3218),"1/1/2019 - 3/31/2019, Every day, Daily Average",1400,1004,1952
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3219,407233 (3219),"1/1/2019 - 3/31/2019, Every day, Daily Average",1364,943,1971
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3220,407154 (3220),"1/1/2019 - 3/31/2019, Every day, Daily Average",1236,869,1756
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3221,407152 (3221),"1/1/2019 - 3/31/2019, Every day, Daily Average",1245,883,1754
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3222,407191 (3222),"1/1/2019 - 3/31/2019, Every day, Daily Average",1343,950,1897
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3223,407234 (3223),"1/1/2019 - 3/31/2019, Every day, Daily Average",1031,705,1507
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3225,407193 (3225),"1/1/2019 - 3/31/2019, Every day, Daily Average",1173,836,1644
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3226,407231 (3226),"1/1/2019 - 3/31/2019, Every day, Daily Average",994,674,1464
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3227,407201 (3227),"1/1/2019 - 3/31/2019, Every day, Daily Average",1452,1021,2062
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3229,407221 (3229),"1/1/2019 - 3/31/2019, Every day, Daily Average",1365,941,1978
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3230,407211 (3230),"1/1/2019 - 3/31/2019, Every day, Daily Average",1584,1126,2227
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3231,407212 (3231),"1/1/2019 - 3/31/2019, Every day, Daily Average",1495,1059,2109
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3232,508552 (3232),"1/1/2019 - 3/31/2019, Every day, Daily Average",2341,1774,3088
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3233,508582 (3233),"1/1/2019 - 3/31/2019, Every day, Daily Average",2286,1722,3033
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3234,407203 (3234),"1/1/2019 - 3/31/2019, Every day, Daily Average",1224,848,1765
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3236,407194 (3236),"1/1/2019 - 3/31/2019, Every day, Daily Average",1177,827,1675
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3237,407153 (3237),"1/1/2019 - 3/31/2019, Every day, Daily Average",1442,998,2081
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3240,407222 (3240),"1/1/2019 - 3/31/2019, Every day, Daily Average",1444,1013,2057
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3241,406830 (3241),"1/1/2019 - 3/31/2019, Every day, Daily Average",1820,1319,2509
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3243,407192 (3243),"1/1/2019 - 3/31/2019, Every day, Daily Average",1161,811,1661
3692,"2nd Street and Stevenson Street (Montgomery BART, San Francisco, CA",3246,407151 (3246),"1/1/2019 - 3/31/2019, Every day, Daily Average",1613,1113,2336
