Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
01/27/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",384.0,305.0,483.0,,,,365.0,298.0,448.0,403.0,321.0,505.0,358.0,281.0,456.0,,,
02/07/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",751.0,485.0,1164.0,723.0,553.0,946.0,866.0,633.0,1184.0,695.0,474.0,1018.0,779.0,451.0,1346.0,348.0,294.0,411.0
03/30/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",445.0,336.0,591.0,384.0,298.0,495.0,434.0,349.0,538.0,517.0,404.0,660.0,378.0,293.0,488.0,,,
01/01/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",514.0,350.0,756.0,,,,490.0,351.0,686.0,433.0,307.0,610.0,384.0,304.0,486.0,580.0,390.0,863.0
03/02/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1249.0,1009.0,1547.0,,,,,,,1282.0,1005.0,1636.0,,,,,,
01/29/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",531.0,384.0,734.0,570.0,450.0,722.0,733.0,531.0,1013.0,532.0,403.0,702.0,456.0,341.0,611.0,423.0,337.0,530.0
01/22/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",722.0,524.0,995.0,887.0,703.0,1118.0,,,,609.0,526.0,704.0,550.0,463.0,654.0,,,
01/12/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1114.0,972.0,1276.0,,,,,,,1132.0,1028.0,1247.0,,,,,,
03/11/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",554.0,392.0,783.0,753.0,579.0,980.0,519.0,428.0,628.0,557.0,389.0,795.0,384.0,309.0,477.0,,,
02/22/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",557.0,386.0,804.0,554.0,419.0,731.0,757.0,544.0,1054.0,633.0,471.0,849.0,413.0,292.0,584.0,398.0,307.0,516.0
03/29/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1339.0,1081.0,1658.0,1226.0,1081.0,1392.0,,,,,,,,,,,,
02/22/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1198.0,995.0,1441.0,1151.0,1019.0,1301.0,,,,1247.0,1048.0,1484.0,1096.0,893.0,1345.0,,,
01/18/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",557.0,405.0,767.0,619.0,511.0,751.0,714.0,553.0,922.0,576.0,462.0,717.0,453.0,329.0,623.0,433.0,310.0,604.0
01/19/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",938.0,597.0,1472.0,477.0,425.0,536.0,970.0,700.0,1343.0,1553.0,809.0,2978.0,678.0,560.0,820.0,,,
01/03/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1164.0,950.0,1427.0,,,,1263.0,1086.0,1469.0,1164.0,936.0,1447.0,,,,,,
02/11/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",596.0,411.0,863.0,618.0,467.0,819.0,990.0,751.0,1306.0,651.0,454.0,933.0,474.0,360.0,624.0,451.0,364.0,557.0
01/28/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1229.0,915.0,1652.0,,,,,,,,,,,,,,,
02/17/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",454.0,332.0,621.0,386.0,312.0,476.0,490.0,382.0,629.0,486.0,340.0,693.0,410.0,307.0,547.0,417.0,320.0,544.0
03/18/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",668.0,492.0,908.0,,,,742.0,532.0,1035.0,633.0,500.0,802.0,592.0,428.0,818.0,,,
03/20/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",751.0,576.0,979.0,751.0,613.0,920.0,783.0,618.0,991.0,735.0,497.0,1087.0,735.0,568.0,949.0,753.0,527.0,1074.0
02/02/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",729.0,567.0,938.0,,,,764.0,609.0,960.0,750.0,630.0,892.0,633.0,477.0,840.0,,,
02/03/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",,,,,,,,,,,,,,,,,,
01/18/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1066.0,862.0,1320.0,,,,,,,1207.0,999.0,1458.0,918.0,795.0,1060.0,,,
02/07/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1094.0,850.0,1407.0,,,,,,,1162.0,867.0,1556.0,1014.0,803.0,1282.0,,,
03/29/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",678.0,501.0,916.0,688.0,546.0,868.0,764.0,563.0,1036.0,702.0,578.0,853.0,556.0,408.0,757.0,479.0,424.0,541.0
03/09/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",410.0,327.0,513.0,410.0,321.0,524.0,408.0,330.0,503.0,416.0,334.0,518.0,335.0,302.0,371.0,,,
01/29/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1204.0,973.0,1489.0,,,,1188.0,1052.0,1342.0,,,,,,,,,
01/13/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",390.0,310.0,491.0,,,,390.0,316.0,482.0,404.0,313.0,522.0,375.0,305.0,462.0,,,
01/02/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",695.0,525.0,921.0,773.0,645.0,926.0,742.0,593.0,929.0,714.0,539.0,945.0,627.0,462.0,850.0,,,
01/18/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",537.0,388.0,742.0,730.0,539.0,988.0,603.0,458.0,794.0,534.0,394.0,725.0,402.0,313.0,515.0,454.0,359.0,575.0
03/07/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",746.0,535.0,1041.0,891.0,634.0,1254.0,615.0,506.0,747.0,713.0,507.0,1003.0,632.0,493.0,811.0,,,
02/12/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1209.0,970.0,1507.0,,,,,,,,,,,,,,,
02/26/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",707.0,514.0,973.0,797.0,645.0,985.0,804.0,585.0,1106.0,651.0,542.0,782.0,587.0,432.0,797.0,,,
03/06/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1257.0,985.0,1602.0,,,,1384.0,1100.0,1742.0,1067.0,880.0,1293.0,1229.0,954.0,1584.0,,,
03/28/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1130.0,867.0,1472.0,,,,1292.0,1102.0,1515.0,1134.0,956.0,1345.0,964.0,712.0,1305.0,,,
03/31/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",397.0,296.0,532.0,327.0,271.0,393.0,426.0,303.0,600.0,381.0,301.0,482.0,422.0,298.0,598.0,,,
02/25/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1297.0,1121.0,1500.0,1377.0,1198.0,1582.0,,,,,,,,,,,,
01/14/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",588.0,389.0,889.0,687.0,476.0,991.0,823.0,626.0,1081.0,583.0,434.0,782.0,393.0,287.0,539.0,431.0,334.0,555.0
03/28/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",734.0,557.0,967.0,819.0,618.0,1087.0,823.0,632.0,1071.0,711.0,574.0,880.0,629.0,484.0,818.0,,,
03/16/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",508.0,355.0,726.0,406.0,342.0,482.0,506.0,365.0,700.0,629.0,444.0,890.0,440.0,323.0,599.0,356.0,300.0,423.0
01/16/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",658.0,444.0,975.0,605.0,459.0,797.0,1029.0,745.0,1422.0,695.0,503.0,959.0,501.0,369.0,681.0,427.0,349.0,522.0
02/15/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1241.0,1006.0,1530.0,,,,1181.0,954.0,1464.0,1373.0,1182.0,1595.0,,,,,,
01/16/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1290.0,1021.0,1630.0,,,,1503.0,1374.0,1645.0,1247.0,1011.0,1538.0,1034.0,833.0,1283.0,,,
02/09/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",490.0,345.0,696.0,384.0,286.0,515.0,529.0,394.0,712.0,587.0,430.0,800.0,473.0,338.0,661.0,323.0,256.0,408.0
01/21/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",477.0,323.0,704.0,408.0,329.0,505.0,524.0,390.0,704.0,595.0,374.0,948.0,349.0,259.0,469.0,407.0,292.0,567.0
01/06/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",476.0,330.0,685.0,,,,573.0,399.0,822.0,503.0,372.0,679.0,358.0,277.0,464.0,513.0,303.0,868.0
02/21/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",686.0,445.0,1059.0,561.0,440.0,716.0,1068.0,781.0,1460.0,744.0,509.0,1089.0,579.0,377.0,890.0,445.0,360.0,551.0
01/31/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1151.0,917.0,1445.0,1167.0,1092.0,1247.0,,,,,,,,,,,,
01/30/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",562.0,397.0,795.0,838.0,630.0,1113.0,612.0,455.0,822.0,518.0,401.0,668.0,457.0,311.0,671.0,,,
03/31/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",483.0,355.0,658.0,374.0,310.0,452.0,549.0,422.0,713.0,467.0,345.0,632.0,509.0,364.0,712.0,430.0,329.0,561.0
03/12/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1254.0,955.0,1649.0,,,,1347.0,1032.0,1758.0,,,,,,,,,
01/04/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",785.0,563.0,1095.0,881.0,583.0,1331.0,930.0,754.0,1146.0,829.0,681.0,1009.0,571.0,433.0,753.0,,,
03/24/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",376.0,291.0,486.0,332.0,281.0,393.0,402.0,308.0,526.0,379.0,295.0,487.0,352.0,267.0,465.0,,,
02/16/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",468.0,355.0,618.0,363.0,290.0,454.0,501.0,375.0,668.0,480.0,390.0,591.0,443.0,337.0,582.0,,,
03/17/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",657.0,507.0,850.0,721.0,520.0,999.0,719.0,546.0,946.0,664.0,533.0,827.0,554.0,434.0,708.0,,,
02/27/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",668.0,491.0,907.0,528.0,459.0,607.0,684.0,539.0,869.0,805.0,531.0,1220.0,573.0,441.0,744.0,,,
03/13/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",597.0,406.0,877.0,571.0,427.0,763.0,749.0,550.0,1021.0,746.0,567.0,982.0,472.0,316.0,704.0,484.0,384.0,610.0
02/13/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",680.0,470.0,984.0,685.0,499.0,940.0,781.0,606.0,1007.0,794.0,560.0,1124.0,536.0,372.0,773.0,544.0,407.0,728.0
03/08/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",728.0,556.0,955.0,835.0,577.0,1208.0,722.0,588.0,887.0,741.0,597.0,920.0,647.0,505.0,828.0,,,
03/23/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",874.0,635.0,1201.0,,,,989.0,717.0,1365.0,931.0,623.0,1391.0,785.0,608.0,1014.0,,,
03/01/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",800.0,577.0,1108.0,838.0,682.0,1028.0,819.0,619.0,1084.0,742.0,533.0,1032.0,823.0,550.0,1232.0,,,
01/11/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",661.0,428.0,1022.0,715.0,583.0,876.0,1024.0,688.0,1525.0,549.0,408.0,739.0,419.0,339.0,517.0,,,
01/08/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1458.0,1082.0,1967.0,1665.0,1321.0,2100.0,,,,,,,,,,,,
03/30/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",747.0,560.0,997.0,,,,830.0,640.0,1075.0,780.0,601.0,1012.0,690.0,527.0,903.0,,,
02/23/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",498.0,333.0,746.0,428.0,329.0,558.0,547.0,290.0,1030.0,506.0,375.0,683.0,509.0,358.0,722.0,408.0,324.0,513.0
03/03/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",630.0,494.0,803.0,,,,600.0,498.0,724.0,616.0,504.0,752.0,619.0,469.0,817.0,,,
02/03/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",480.0,328.0,701.0,,,,361.0,299.0,437.0,562.0,369.0,857.0,448.0,327.0,612.0,391.0,299.0,510.0
03/21/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",630.0,440.0,902.0,597.0,448.0,795.0,852.0,634.0,1144.0,673.0,517.0,877.0,552.0,377.0,810.0,402.0,320.0,506.0
02/24/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",685.0,480.0,977.0,,,,676.0,464.0,984.0,668.0,510.0,875.0,,,,,,
03/25/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1230.0,846.0,1789.0,1357.0,1034.0,1782.0,,,,,,,,,,,,
02/23/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1378.0,1114.0,1705.0,,,,1381.0,1153.0,1654.0,,,,,,,,,
01/02/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1303.0,1027.0,1653.0,,,,1258.0,953.0,1659.0,1389.0,1145.0,1684.0,,,,,,
01/27/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1339.0,1093.0,1640.0,,,,1291.0,1090.0,1529.0,,,,,,,,,
01/05/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",443.0,317.0,617.0,371.0,311.0,442.0,488.0,330.0,723.0,450.0,331.0,612.0,402.0,293.0,551.0,428.0,326.0,563.0
03/26/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1240.0,990.0,1553.0,1293.0,1075.0,1554.0,,,,1328.0,1013.0,1740.0,,,,,,
02/19/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",628.0,432.0,915.0,848.0,610.0,1178.0,825.0,591.0,1150.0,578.0,442.0,756.0,425.0,341.0,532.0,355.0,287.0,440.0
03/26/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",509.0,365.0,710.0,742.0,522.0,1056.0,545.0,429.0,692.0,474.0,359.0,626.0,503.0,352.0,719.0,338.0,296.0,386.0
03/20/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1523.0,1089.0,2131.0,1515.0,1083.0,2119.0,,,,,,,,,,,,
03/06/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",769.0,552.0,1073.0,887.0,643.0,1224.0,803.0,536.0,1202.0,634.0,554.0,725.0,638.0,495.0,823.0,,,
02/02/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",393.0,314.0,492.0,378.0,295.0,484.0,394.0,307.0,506.0,391.0,334.0,457.0,419.0,317.0,554.0,,,
03/18/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1145.0,930.0,1409.0,,,,1264.0,1080.0,1481.0,1164.0,941.0,1440.0,936.0,812.0,1078.0,,,
01/20/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",649.0,496.0,849.0,,,,759.0,563.0,1022.0,616.0,486.0,780.0,561.0,521.0,604.0,,,
01/26/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",752.0,543.0,1042.0,564.0,478.0,665.0,1005.0,727.0,1388.0,728.0,541.0,979.0,697.0,511.0,949.0,,,
03/02/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",756.0,531.0,1076.0,,,,790.0,578.0,1078.0,837.0,575.0,1217.0,631.0,448.0,887.0,,,
02/18/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1204.0,978.0,1483.0,,,,1222.0,1011.0,1477.0,,,,,,,,,
01/15/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",781.0,472.0,1293.0,699.0,481.0,1016.0,1511.0,1047.0,2180.0,675.0,508.0,897.0,557.0,383.0,810.0,480.0,346.0,667.0
01/25/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",637.0,473.0,857.0,,,,724.0,543.0,965.0,638.0,481.0,847.0,561.0,428.0,734.0,,,
02/03/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",554.0,447.0,687.0,,,,,,,597.0,505.0,706.0,529.0,419.0,669.0,,,
02/12/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",830.0,618.0,1115.0,913.0,684.0,1218.0,833.0,642.0,1081.0,773.0,601.0,994.0,,,,,,
03/25/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",593.0,388.0,907.0,786.0,567.0,1090.0,717.0,498.0,1032.0,519.0,354.0,761.0,492.0,329.0,737.0,383.0,313.0,468.0
02/16/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",407.0,329.0,504.0,435.0,359.0,527.0,378.0,309.0,461.0,423.0,348.0,516.0,410.0,310.0,540.0,,,
01/21/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1115.0,931.0,1336.0,,,,,,,,,,,,,,,
03/30/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",484.0,336.0,697.0,457.0,336.0,620.0,555.0,387.0,795.0,506.0,361.0,710.0,455.0,308.0,674.0,402.0,336.0,482.0
01/27/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",687.0,513.0,919.0,,,,728.0,564.0,941.0,751.0,555.0,1015.0,,,,,,
02/09/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",724.0,541.0,968.0,,,,801.0,599.0,1071.0,693.0,584.0,822.0,574.0,441.0,747.0,,,
02/20/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",747.0,574.0,973.0,786.0,692.0,893.0,834.0,671.0,1037.0,790.0,596.0,1047.0,652.0,496.0,857.0,682.0,561.0,830.0
02/07/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1626.0,805.0,3282.0,858.0,651.0,1131.0,3110.0,2021.0,4786.0,1183.0,725.0,1927.0,1070.0,663.0,1729.0,,,
02/04/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",599.0,413.0,870.0,646.0,459.0,909.0,787.0,563.0,1101.0,551.0,399.0,761.0,393.0,309.0,499.0,413.0,349.0,488.0
02/16/2019,3603,"Embarcadero, San Francisco, CA",3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",1216.0,1029.0,1437.0,,,,,,,1160.0,981.0,1372.0,,,,,,
02/27/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",747.0,576.0,968.0,769.0,646.0,915.0,750.0,641.0,878.0,797.0,550.0,1153.0,622.0,493.0,784.0,,,
02/22/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",678.0,523.0,880.0,662.0,544.0,805.0,765.0,601.0,975.0,663.0,512.0,859.0,561.0,455.0,691.0,,,
03/21/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",719.0,538.0,963.0,814.0,609.0,1089.0,754.0,589.0,965.0,655.0,487.0,880.0,752.0,630.0,897.0,,,
02/06/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",642.0,475.0,866.0,747.0,655.0,851.0,702.0,553.0,893.0,763.0,552.0,1054.0,530.0,417.0,674.0,,,
01/17/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",639.0,429.0,950.0,952.0,758.0,1196.0,718.0,499.0,1034.0,554.0,407.0,753.0,391.0,322.0,474.0,,,
02/01/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1463.0,1180.0,1815.0,1427.0,1122.0,1813.0,1614.0,1390.0,1874.0,,,,,,,,,
02/21/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1288.0,818.0,2026.0,1431.0,1193.0,1718.0,,,,,,,,,,,,
03/17/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",498.0,356.0,695.0,397.0,319.0,495.0,566.0,431.0,744.0,534.0,373.0,764.0,484.0,373.0,627.0,349.0,277.0,439.0
01/02/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",690.0,507.0,938.0,676.0,568.0,805.0,834.0,616.0,1127.0,729.0,551.0,963.0,543.0,479.0,616.0,,,
03/09/2019,3394,"Fisherman's Wharf, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",751.0,546.0,1033.0,,,,808.0,579.0,1128.0,806.0,584.0,1111.0,684.0,524.0,892.0,,,
03/30/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",740.0,569.0,963.0,639.0,504.0,811.0,834.0,642.0,1083.0,771.0,617.0,962.0,603.0,467.0,778.0,,,
03/22/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",717.0,514.0,1000.0,632.0,496.0,805.0,774.0,542.0,1104.0,755.0,577.0,986.0,629.0,455.0,868.0,434.0,364.0,516.0
02/17/2019,3396,"The Palace Of Fine Arts, 3601 Lyon St, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",1284.0,1093.0,1509.0,,,,,,,1334.0,1119.0,1590.0,,,,,,
01/02/2019,3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",3603,"Embarcadero, San Francisco, CA",440.0,330.0,585.0,377.0,301.0,470.0,575.0,412.0,802.0,431.0,352.0,528.0,386.0,292.0,512.0,,,
03/04/2019,3603,"Embarcadero, San Francisco, CA",3394,"Fisherman's Wharf, San Francisco, CA",625.0,450.0,869.0,530.0,457.0,613.0,723.0,541.0,966.0,668.0,492.0,908.0,580.0,428.0,785.0,,,
03/27/2019,3603,"Embarcadero, San Francisco, CA",3792,"Oracle Park, 24 Willie Mays Plaza, San Francisco, CA",537.0,384.0,750.0,564.0,434.0,734.0,716.0,527.0,971.0,591.0,463.0,755.0,414.0,306.0,560.0,432.0,331.0,562.0
